word,pos,neg,rat
식겁,665.6155838758808,1038.4824936594466,1.5601835636304684
식은땀,86.91776920825897,239.81068961230707,2.7590525136201967
신뢰,2452.819980761032,3049.9522313966854,1.2434472384110236
신세계,4280.814906850314,562.6266161361084,7.608624946059638
실망,10114.748320537694,26647.45616073326,2.63451499891761
실용,4852.152068823142,2667.195436259494,1.8191962999261342
싫어,4248.513557203683,4332.271093759852,1.0197145508490026
심각,2130.4430463645467,5794.01892299619,2.719630986091499
심하,20010.29413622168,32359.726855339257,1.6171539825975483
심하네,3174.912516308803,8399.572876494096,2.6456076611079524
심합,2673.877027954704,7498.776032575649,2.8044580787290716
심해,12309.93677701796,23459.929611910047,1.9057717384632364
싸고,11710.22970685604,7344.380398336223,1.5944476009860336
싸구려,5176.6735912053655,9641.760432454023,1.8625397685560818
싸서,7890.230788676443,8017.782187193774,1.0161657373445128
싼값,3023.1620908824484,6520.450427525689,2.1568312354771546
싼맛,7873.84885774501,15875.019213084235,2.016170172922354
쓰레기,2267.611550019633,28052.86311181031,12.371106114522759
쓸게요,12401.273563192824,5371.264621333058,2.3088182090189098
쓸만,26274.415287964766,18743.50736918461,1.4017875507740563
아까워,1593.9321392687557,7821.883883215478,4.907287889184482
아깝,3010.221066982568,13814.566969923133,4.589220081357943
아니,90380.16368147027,125637.16624584694,1.3900966885680144
아닌것같,549.2849085183398,1152.8351042467482,2.098792605382962
아님,8648.37764266144,16162.075718002654,1.8687985638227702
아닙니,6993.664239560584,11707.27453132629,1.6739829265898336
아닙니다,6498.596434140755,9243.43467579431,1.4223740109838774
아름,409.15488575745354,113.18060895071358,3.615061710223056
아쉬,34124.440272474436,20270.375513423725,1.6834636462396113
아쉽,36575.256340826,27016.929081867827,1.353790293115629
아예,9445.061052727147,27395.961662789912,2.900559510399317
아주,83288.30503287227,33350.5560185482,2.4973588142443788
아직,49350.6267627821,33544.32256308878,1.4712065408375878
아파,17116.640214528503,18992.043885896288,1.1095661092283726
아프,16303.083244001367,14798.27897850501,1.1016877886734082
아픈,5186.671165179948,4216.063552983193,1.2302165515294412
아플,2669.1366898602514,3431.079183840644,1.2854640217096884
아픔,4151.780331300497,6480.5571516177815,1.560910413000541
안,420183.93279963697,649473.7613209261,1.5456891866225286
안돼,25282.85040143754,60068.25979473748,2.3758499868876375
안되,81244.1219178205,187868.3934575128,2.3123936725852503
안된,7540.880110773768,16940.255799352093,2.246456056919576
안됨,12227.9022679114,45404.68454454097,3.713203094834382
안됩,9101.926508733653,30802.49008501686,3.3841725765925124
안심,6456.470858376779,1533.8559596076075,4.209307150345773
안전,28594.431368282156,11586.645107054766,2.467878415545139
안정,17908.282011448373,13180.269490673396,1.3587189567042317
않,219799.23485911966,232421.03099137772,1.0574242041395094
암걸,55.2159295842192,708.8639597427403,12.838033608789136
약간,39723.133985281755,24416.23004125155,1.626915126461742
약해,7667.391539572372,9071.15927459004,1.1830828291176532
양품,2357.201723723082,1782.4769073770974,1.3224304415767654
양호,3470.1724571866116,1754.602790618422,1.9777538687052498
어쩔,9517.202853584373,11853.071612474085,1.2454364790606491
어쩔뻔,110.9691545939165,218.63197679778736,1.9702049420657035
엄청,47190.514023462296,47847.58684281968,1.0139238326378623
없더,2629.141434590927,1755.8203093811792,1.4973863900216196
없어,69605.36807322266,64291.35234444065,1.0826552177703805
없었,18522.29951649053,18529.648946379988,1.0003967882002403
엉망,2065.723828307866,6811.557644534807,3.2974193119099
에러,3836.6692199406602,7978.576408135619,2.079558062151373
역겨운,38.0367550538199,233.06100407771586,6.127257799671592
역시,34312.818863001776,25351.671255088535,1.3534736435222028
연기,224.10602508922068,1310.124994432771,5.846005228601893
열받,1697.04879072118,8320.974614274499,4.903202936633547
예민,6611.028120402684,6271.030397225561,1.054217202220475
예뻐,17507.80215801056,7284.2338872895825,2.4035200446488
예쁘고,17723.613026563944,6967.492122479752,2.5437578851909857
예쁨,3007.515524562287,1594.0745842089648,1.8866843210192203
오류,7754.97132725109,16435.110098275512,2.119299918043833
와우,5686.694277280201,3391.394455895061,1.6768011952709765
완벽,6874.459773049662,2314.3773423982966,2.9703279785507815
왜,30033.617681938147,61987.659261887486,2.0639424766722696
욕,4193.4658598938495,6907.809479857478,1.6472792937039287
용이,21971.994292627904,21024.65964535016,1.045058263166094
우수,4184.436761231142,1694.9747005853746,2.4687311024677885
웬만,4321.977498271783,9531.87537651556,2.2054430825535407
유료,572.6038471954876,809.4822585671619,1.4136863776446194
유연,959.5841264318241,900.019908282624,1.066181000665705
유용,9093.622281825466,2456.1912390808516,3.7023266499511065
은근,4302.24037957773,3199.207759997341,1.3447830532835747
의심,3461.1934619236104,9303.820763133252,2.6880383502060914
이따위,195.83893828506376,3011.043079354808,15.375099077446613
이런,31166.431265154195,64113.68842810486,2.0571392304317992
이뻐,16657.463341691975,6710.796816633465,2.4821885979925034
이쁘,35767.16698788241,15602.582765672863,2.2923875825593125
이쁨,4017.661074703657,2159.642889552231,1.8603358426247305
이쁩,4393.2457267816935,1836.136629743513,2.392657308620535
이상,53542.23699195933,67185.34915052901,1.2548102754955592
인정,1995.0726561369916,2152.4334291942882,1.0788747079326877
일단,53608.12591851361,45097.82665164484,1.1887075253671535
작아,21440.088940956408,15581.978418230297,1.3759542187449287
잘못,17333.967044223555,34991.22047711951,2.0186504559428093
잘한,4307.3654057216345,863.526619702183,4.988109581621442
장난,9492.051012296639,19713.21235953896,2.0768127282503164
장점,21909.299541457556,16183.257284884643,1.353825077101203
재고,1314.2486316934887,2575.1186574350263,1.9593846973360212
재구매,16892.36540138361,10995.945079762583,1.5362358832141727
저렴,94128.06359078448,53831.890014764664,1.748555801495501
적극,4886.200864114468,634.963945236817,7.69524143972002
적당,39111.72456082744,15837.349805194875,2.469587717763122
적합,5186.3867822966895,3388.839135526036,1.5304316832057676
전혀,15083.446629475344,17202.091228469446,1.1404615702921606
절대,7092.834118747643,34122.9280227423,4.810901742724989
정말,77786.42249941007,58136.66689416211,1.337992469382883
정품,24386.70814405427,29027.846870691126,1.1903142769094242
제발,2615.6747600743142,6868.625914995769,2.6259480038720957
조용,22508.098177154974,11437.21090278687,1.9679708950431696
좋,670241.1700041032,333006.4537867428,2.0126972386947353
좋구,12029.681659452313,3021.7066225658023,3.981088557577316
좋네,92133.00289661557,22480.318315924673,4.098385156376995
좋습,102756.3176349503,31699.424312734467,3.241583084323411
좋아,261463.22884711792,79999.18941109082,3.268323476423494
좋은,146140.3789495316,102328.51613616858,1.4281491070882193
주의,5337.572387891703,5892.002333495405,1.1038730541362638
중고,6167.675982863427,17299.13349882944,2.8048058210084643
중국,7403.49163664528,16626.19277722571,2.2457231794428667
중국산,2951.2618033633707,7878.827438931492,2.6696470743301997
지저분,3718.4746863988275,3365.8835837752754,1.1047543962373396
진심,1858.9370647590372,5285.358762806823,2.843215546671523
진작,6689.495772046847,1242.4872054762175,5.3839554585054366
진짜,44700.15359129912,67179.49441937266,1.502891802869535
짜증,9289.027473019816,34705.06627367602,3.7361356045589966
짝퉁,621.0969205328659,3274.386658920492,5.271941545147663
짱,25936.489564336138,7589.571893877547,3.4173850550462426
찝찝,3880.5901141515496,6919.983089651149,1.7832295826389104
차라리,4309.545305754543,12096.89914941194,2.8070012707045753
착하고,4686.581800787516,2199.343466026113,2.1309003678518086
참다,257.68342555140276,1188.4853389673547,4.612191631744182
처리,9600.883031308982,15217.810812473039,1.585042830211238
최강,1484.6380498734197,293.8580732473393,5.052228218429123
최고,47339.69828209863,9214.59546022571,5.137468973699151
최선,321.0158763053135,192.90503501261526,1.6641135172253034
최악,2116.6686569633994,27883.456130223538,13.17327397393672
쵝오,998.4589859462383,67.49685534591195,14.792674130213555
추천,78056.49740435886,49490.49649213151,1.5772017445161224
추합니다,6607.421645165482,6572.631094007078,1.0052932456821022
충격,5876.034538655115,11084.790676096982,1.886440694515391
충분,13223.11098043905,4652.158477772885,2.8423603889713824
취향,3003.491125488728,1269.1114827116598,2.3666093691558823
친절,6880.929888919897,3081.3083695367573,2.2331195270645288
칭찬,1374.29865861412,987.908366941546,1.3911195659459747
탔습니다,281.36994019055174,477.46982201897777,1.6969468085170065
탔어요,264.55563640666094,513.077562113426,1.939393804200604
터져,5252.650432769927,5730.334446209836,1.0909415198201202
터졌,1090.9235552028842,3289.845141127772,3.015651395038348
터지,7749.619139162951,7477.838002419059,1.036344881589568
터진,1077.351558171337,1383.7944504771306,1.2844409422175433
터집,1616.2211318176157,1149.6011702554467,1.4058972569230108
통증,3392.537924441646,1978.3280138290029,1.7148510766298437
튼튼,34610.01501072288,13167.973952900615,2.6283477727489775
파세요,6585.573704501279,2903.3565247819024,2.26826214703204
파손,6131.85105734023,10165.993362363457,1.6578995913793588
팔지마,0.0,1367.933497536946,
펑,1227.796929416538,3100.900823017509,2.5255811842525864
편리,25127.42989149222,6167.975348438405,4.07385381296213
편안,6424.519685985923,1704.2679868263517,3.769665179212522
편하,72597.34326070141,39570.594543828774,1.8346285694618991
편한,18784.765808714656,13051.533183867501,1.4392765619240644
편함,19064.724686273523,14009.672828037703,1.3608258322863251
편합,14907.036385506057,12531.511024054202,1.1895641600515725
편해,32726.100565093308,20050.905706803886,1.6321507389059409
포기,3110.4788909324343,5387.764327799636,1.7321333841891258
품절,2660.5053224771027,2402.3201323169483,1.1074732658178843
필요,76199.54408400712,44893.99170202323,1.6973216502949782
하세요,35615.56983170475,42793.14904285062,1.2015292537803632
하자,14597.25891980553,20286.64234613103,1.3897569713315254
하자없고,299.4512808929378,146.63679183952553,2.0421292442121035
하자없는,205.66130082942047,165.90629287425048,1.2396232672458212
하자없이,1025.112699284866,489.01748668220705,2.0962700255155617
하지만,64564.94719768635,51830.91394107242,1.245684134975731
합격,930.175412687129,482.0254557217744,1.9297225937877174
합리,2421.466577502304,675.1199143019173,3.586720708729399
합리적,2384.038346368131,608.8948593091981,3.915353053026042
해야겠어요,2394.1157295023318,2278.82116443004,1.0505939504476773
했더니,8815.524745859695,16174.642089692976,1.8347906172334856
험악,5.726391510133099,118.95073891625616,20.77237274220033
화나,2741.8472067355933,10095.180285605838,3.681890172729583
화납,0.0,1011.0812807881771,
화났,331.51650407439166,557.881558865784,1.6828168492649054
화재,1528.6217795399587,1070.2718101943053,1.4282556683076992
확실,30546.56213952371,17744.079802265693,1.721507256500464
확인,24477.244826332728,43579.18764834568,1.7803959537742988
환불,5621.3498882354015,32383.53428484124,5.760811002463104
황당,1198.7898856546053,6302.857758852817,5.2576834641969885
후회,13609.825451008299,19385.92057096574,1.4244062600765768
훌륭,9715.127851496993,2771.862414069302,3.5049098404687613
훨씬,15510.090652076322,8387.78417646781,1.8491284856363333
흔들,11806.731889717143,14721.676900753557,1.246888388612867
흠,15769.007323602596,19149.686094090437,1.2143875452088693
흠집,8199.277221551147,12235.506864566682,1.4922665173957805
힘들,16135.891823088177,14566.257856586824,1.1077582164173736
